LTKBID,CompoundName,SeverityClass,LabelSection,vDILI-Concern,Comment,compound_name,smiles,molecule_chembl_id,CAS_number,mw,alogp,prodrug,livertox_score,DILI_label,DILI_label_binary,livertox_mechanism_summary,v2_class,primary_label,name_norm,structure_source,resolved_smiles,pubchem_cid,pubchem_inchikey,parse_ok,standardized_smiles,inchikey,scaffold_smiles,fragment_count,largest_fragment_fraction,formal_charge,mol_wt,heavy_atoms,carbon_atoms,metal_atoms,tpsa,clogp,hbd,hba,rot_bonds,ring_count,fraction_csp3,eligible,exclusion_reasons,v1_label_raw,v1_class,dilimap_validation,dilimap_total_cmax_uM,structure_source_round03,structure_source_round03b
LT01244,Aliskiren hemifumarate,0,No match,vLess-DILI-concern,Unchanged,Aliskiren,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,CHEMBL1639,173334-58-2,551.77,3.29,0.0,C,DILI (few cases),,"CYP, Cholestasis/Biliary, idiosyncratic cases",less,,aliskiren hemifumarate,DILImap_metadata,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,,,True,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,UXOWGYHJODZGMF-QORCZRPOSA-N,c1ccccc1,1.0,1.0,0.0,551.7690000000003,39.0,30.0,0.0,146.13,3.2935000000000043,4.0,7.0,19.0,1.0,0.7333333333333333,True,,Less-DILI-Concern,less,False,,,
LT00043,Allopurinol,8,Warnings & precautions,vMost-DILI-concern,Unchanged,Allopurinol,Oc1ncnc2[nH]ncc12,CHEMBL1467,315-30-0,136.11,0.06,0.0,A,DILI (known),DILI,"Hepatitis, Cholestasis/Biliary, Immune-mediated, Hypersensitivity",most,1.0,allopurinol,DILImap_metadata,Oc1ncnc2[nH]ncc12,,,True,Oc1ncnc2[nH]ncc12,OFCNXPDARWKPPY-UHFFFAOYSA-N,c1ncc2cn[nH]c2n1,1.0,1.0,0.0,136.114,10.0,5.0,0.0,74.69,0.058499999999999885,2.0,4.0,0.0,2.0,0.0,True,,Most-DILI-Concern,most,False,17.9263766764748,,
LT01053,Almotriptan malate,0,No match,vNo-DILI-concern,Unchanged,Almotriptan,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,CHEMBL1505,181183-52-8,335.47,2.2,0.0,E,No DILI,No DILI,,no,0.0,almotriptan malate,DILImap_metadata,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,,,True,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,WKEMJKQOLOHJLZ-UHFFFAOYSA-N,O=S(=O)(Cc1ccc2[nH]ccc2c1)N1CCCC1,1.0,1.0,0.0,335.4730000000002,23.0,17.0,0.0,56.410000000000004,2.1975999999999996,1.0,3.0,6.0,3.0,0.5294117647058824,True,,No-DILI-Concern,no,False,,,
LT02888,Alogliptin benzoate,8,Warnings & precautions,Ambiguous-DILI-concern,New,,,,,,,,,,,,ambiguous,,alogliptin benzoate,,CN1C(=O)C=C(N(C1=O)CC2=CC=CC=C2C#N)N3CCC[C@H](C3)N.C1=CC=C(C=C1)C(=O)O,16088021.0,KEJICOXJTRHYAK-XFULWGLBSA-N,True,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,ZSBOMTDTBDDKMP-OAHLLOKOSA-N,O=c1cc(N2CCCCC2)n(Cc2ccccc2)c(=O)[nH]1,2.0,0.7352941176470589,0.0,339.39900000000017,25.0,18.0,0.0,97.04999999999998,0.3944800000000007,1.0,5.0,3.0,3.0,0.3888888888888889,True,,,other,False,,,PubChem_name_property
LT01070,Alosetron hydrochloride,4,Adverse reactions,vLess-DILI-concern,Unchanged,Alosetron,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,CHEMBL1110,122852-69-1,294.36,2.41,0.0,D,DILI (few cases),,,less,,alosetron hydrochloride,DILImap_metadata,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,,,True,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,JSWZEAMFRNKZNL-UHFFFAOYSA-N,O=C1c2c([nH]c3ccccc23)CCN1Cc1c[nH]cn1,1.0,1.0,0.0,294.35800000000006,22.0,17.0,0.0,53.92,2.4083200000000007,1.0,2.0,2.0,4.0,0.29411764705882354,True,,Less-DILI-Concern,less,False,,,
LT03621,Alpelisib,3,Adverse reactions,vLess-DILI-concern,New,,,,,,,,,,,,less,,alpelisib,,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,56649450.0,STUWGJZDJHPWGZ-LBPRGKRZSA-N,True,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,STUWGJZDJHPWGZ-LBPRGKRZSA-N,O=C(Nc1ncc(-c2ccncc2)s1)N1CCCC1,1.0,1.0,0.0,441.4790000000001,30.0,19.0,0.0,101.21000000000001,3.835020000000002,2.0,5.0,4.0,3.0,0.47368421052631576,True,,,other,False,,,PubChem_name_property
LT01060,Alpidem,8,Withdrawn,vMost-DILI-concern,Unchanged,Alpidem,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,CHEMBL54349,,404.34,5.5,0.0,,DILI (withdrawn),DILI,,most,1.0,alpidem,DILImap_metadata,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,,,True,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,JRTIDHTUMYMPRU-UHFFFAOYSA-N,c1ccc(-c2cn3ccccc3n2)cc1,1.0,1.0,0.0,404.34100000000007,27.0,21.0,0.0,37.61,5.4992000000000045,0.0,2.0,7.0,3.0,0.3333333333333333,True,,Most-DILI-Concern,most,False,,,
LT00501,Alprazolam,7,Adverse reactions,vLess-DILI-concern,Unchanged,Alprazolam,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,CHEMBL661,,308.77,3.58,0.0,D,DILI (few cases),,"CYP, Cholestasis/Biliary",less,,alprazolam,DILImap_metadata,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,,,True,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,VREFGVBLTWBCJP-UHFFFAOYSA-N,c1ccc(C2=NCc3nncn3-c3ccccc32)cc1,1.0,1.0,0.0,308.77200000000005,22.0,17.0,0.0,43.07,3.5801200000000017,0.0,3.0,1.0,4.0,0.11764705882352941,True,,Less-DILI-Concern,less,False,,,
LT01315,Alteplase,0,No match,vNo-DILI-concern,Unchanged,Alteplase,,CHEMBL1201593,,,,0.0,,No DILI,No DILI,,no,0.0,alteplase,,,,,False,,,,,,,,,,,,,,,,,,False,missing_structure,No-DILI-Concern,no,False,,,
LT00502,Altretamine,2,Adverse reactions,Ambiguous-DILI-concern,Unchanged,Altretamine,CN(C)c1nc(N(C)C)nc(N(C)C)n1,CHEMBL1455,645-05-6,210.28,0.07,0.0,E*,No DILI,No DILI,,ambiguous,,altretamine,DILImap_metadata,CN(C)c1nc(N(C)C)nc(N(C)C)n1,,,True,CN(C)c1nc(N(C)C)nc(N(C)C)n1,UUVWYPNAQBNQJQ-UHFFFAOYSA-N,c1ncncn1,1.0,1.0,0.0,210.285,15.0,9.0,0.0,48.39000000000001,0.0696000000000001,0.0,6.0,3.0,1.0,0.6666666666666666,True,,Ambiguous DILI-concern,ambiguous,False,,,
LT01215,Alvimopan,0,No match,vNo-DILI-concern,Unchanged,Alvimopan,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,CHEMBL270190,170098-38-1,424.54,3.05,0.0,,No DILI,No DILI,,no,0.0,alvimopan,DILImap_metadata,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,,,True,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,UPNUIXSCZBYVBB-JVFUWBCBSA-N,c1ccc(CCCN2CCC(c3ccccc3)CC2)cc1,1.0,1.0,0.0,424.5410000000002,31.0,25.0,0.0,89.87,3.051400000000001,3.0,4.0,8.0,3.0,0.44,True,,No-DILI-Concern,no,False,0.0255816436613746,,
LT00503,Amantadine hydrochloride,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,Amantadine,NC12CC3CC(CC(C3)C1)C2,CHEMBL660,665-66-7,151.25,1.91,0.0,E,No DILI,No DILI,,ambiguous,,amantadine hydrochloride,DILImap_metadata,NC12CC3CC(CC(C3)C1)C2,,,True,NC12CC3CC(CC(C3)C1)C2,DKNWSYNQZKUICI-UHFFFAOYSA-N,C1C2CC3CC1CC(C2)C3,1.0,1.0,0.0,151.253,11.0,10.0,0.0,26.02,1.9139,1.0,1.0,0.0,4.0,1.0,True,,Ambiguous DILI-concern,ambiguous,False,,,
LT01629,Ambenonium chloride,0,No match,vNo-DILI-concern,Unchanged,Ambenonium,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,CHEMBL1652,,537.58,4.64,0.0,,No DILI,No DILI,,no,0.0,ambenonium chloride,DILImap_metadata,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,,,True,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,OMHBPUNFVFNHJK-UHFFFAOYSA-P,O=C(NCC[NH2+]Cc1ccccc1)C(=O)NCC[NH2+]Cc1ccccc1,1.0,1.0,2.0,537.5760000000002,36.0,28.0,0.0,58.2,4.639200000000005,2.0,2.0,14.0,2.0,0.5,True,,No-DILI-Concern,no,False,,,
LT00618,Ambrisentan,7,Adverse reactions,Ambiguous-DILI-concern,Unchanged,Ambrisentan,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,CHEMBL1111,177036-94-1,378.43,3.52,0.0,E,No DILI,No DILI,,ambiguous,,ambrisentan,DILImap_metadata,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,,,True,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,OUJTZYPIHDYQMC-LJQANCHMSA-N,c1ccc(C(COc2ncccn2)c2ccccc2)cc1,1.0,1.0,0.0,378.4280000000001,28.0,22.0,0.0,81.54,3.515640000000001,1.0,5.0,7.0,3.0,0.22727272727272727,True,,Ambiguous DILI-concern,ambiguous,False,3.09999999999999,,
LT03376,Amifampridine,0,No match,vNo-DILI-concern,New,,,,,,,,,,,,no,0.0,amifampridine,,C1=CN=CC(=C1N)N,5918.0,OYTKINVCDFNREN-UHFFFAOYSA-N,True,Nc1ccncc1N,OYTKINVCDFNREN-UHFFFAOYSA-N,c1ccncc1,1.0,1.0,0.0,109.13200000000002,8.0,5.0,0.0,64.92999999999999,0.246,2.0,3.0,0.0,1.0,0.0,True,,,other,False,,,PubChem_name_property
LT03895,Amifampridine phosphate,3,Adverse reactions,Ambiguous-DILI-concern,New,,,,,,,,,,,,ambiguous,,amifampridine phosphate,,C1=CN=CC(=C1N)N.OP(=O)(O)O,9920716.0,KAICRBBQCRKMPO-UHFFFAOYSA-N,True,Nc1ccncc1N,OYTKINVCDFNREN-UHFFFAOYSA-N,c1ccncc1,2.0,0.6153846153846154,0.0,109.13200000000002,8.0,5.0,0.0,64.92999999999999,0.246,2.0,3.0,0.0,1.0,0.0,True,,,other,False,,,PubChem_name_property
LT01067,Amifostine,0,No match,vNo-DILI-concern,Unchanged,Amifostine,NCCCNCCSP(=O)(O)O,CHEMBL1006,112901-68-5,214.23,-0.25,1.0,,No DILI,No DILI,,no,0.0,amifostine,DILImap_metadata,NCCCNCCSP(=O)(O)O,,,True,NCCCNCCSP(=O)(O)O,JKOQGQFVAUAYPM-UHFFFAOYSA-N,,1.0,1.0,0.0,214.22699999999998,12.0,5.0,0.0,95.58,-0.2492999999999997,4.0,4.0,7.0,0.0,1.0,True,,No-DILI-Concern,no,False,,,
LT01068,Amikacin sulfate,0,No match,vNo-DILI-concern,Unchanged,Amikacin,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,CHEMBL177,39831-55-5,585.61,-8.42,0.0,E,No DILI,No DILI,,no,0.0,amikacin sulfate,DILImap_metadata,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,,,True,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,LKCWBDHBTVXHDL-RMDFUYIESA-N,C1CCC(OC2CCCC(OC3CCCCO3)C2)OC1,1.0,1.0,0.0,585.6080000000002,40.0,22.0,0.0,331.93999999999994,-8.424200000000015,13.0,17.0,10.0,3.0,0.9545454545454546,True,,No-DILI-Concern,no,False,,,
LT02070,Amiloride hydrochloride,3,Adverse reactions,vLess-DILI-concern,Unchanged,Amiloride,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,CHEMBL945,2016-88-8,229.63,-1.08,0.0,D,DILI (few cases),,"Immune-mediated, Hypersensitivity",less,,amiloride hydrochloride,DILImap_metadata,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,,,True,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,XSDQTOBWRPYKKA-UHFFFAOYSA-N,c1cnccn1,1.0,1.0,0.0,229.63099999999997,15.0,6.0,0.0,156.79,-1.0823299999999998,5.0,6.0,1.0,1.0,0.0,True,,Less-DILI-Concern,less,False,,,
LT00045,Amineptine,8,Withdrawn,vMost-DILI-concern,Unchanged,Amineptine,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,CHEMBL418995,,337.46,4.5,0.0,,DILI (withdrawn),DILI,,most,1.0,amineptine,DILImap_metadata,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,,,True,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,ONNOFKFOZAJDHT-UHFFFAOYSA-N,c1ccc2c(c1)CCc1ccccc1C2,1.0,1.0,0.0,337.46300000000014,25.0,22.0,0.0,49.33,4.499300000000004,2.0,2.0,8.0,3.0,0.4090909090909091,True,,Most-DILI-Concern,most,False,,,
LT01071,Aminocaproic acid,0,No match,vNo-DILI-concern,Unchanged,Aminocaproic acid,NCCCCCC(=O)O,CHEMBL1046,,131.18,0.59,0.0,,No DILI,No DILI,,no,0.0,aminocaproic acid,DILImap_metadata,NCCCCCC(=O)O,,,True,NCCCCCC(=O)O,SLXKOJJOQWFEFD-UHFFFAOYSA-N,,1.0,1.0,0.0,131.175,9.0,6.0,0.0,63.32000000000001,0.5901000000000001,2.0,2.0,5.0,0.0,0.8333333333333334,True,,No-DILI-Concern,no,False,,,
LT00054,Aminohippurate sodium,0,No match,vNo-DILI-concern,Unchanged,Aminohippurate,,,94-16-6,,,,,No DILI,No DILI,,no,0.0,aminohippurate sodium,,C1=CC(=CC=C1C(=O)NCC(=O)[O-])N.[Na+],443971.0,UNZMYCAEMNVPHX-UHFFFAOYSA-M,True,Nc1ccc(C(=O)NCC(=O)O)cc1,HSMNQINEKMPTIC-UHFFFAOYSA-N,c1ccccc1,2.0,0.9333333333333333,0.0,194.18999999999997,14.0,9.0,0.0,92.42,0.08320000000000022,3.0,3.0,3.0,1.0,0.1111111111111111,True,,No-DILI-Concern,no,False,,,PubChem_name_property
LT00711,Aminophylline,0,No match,vNo-DILI-concern,Unchanged,Aminophylline,,,317-34-0,,,,E,No DILI,No DILI,,no,0.0,aminophylline,,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,9433.0,FQPFAHBPWDRTLU-UHFFFAOYSA-N,True,Cn1c(=O)c2[nH]cnc2n(C)c1=O,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,3.0,0.43333333333333335,0.0,180.167,13.0,7.0,0.0,72.68,-1.0397000000000005,1.0,3.0,0.0,2.0,0.2857142857142857,True,,No-DILI-Concern,no,False,,,PubChem_name_property
LT00505,Aminosalicylic acid ,5,Warnings & precautions,vMOST-DILI-concern,Unchanged,4-aminosalicylic acid,Nc1ccc(C(=O)O)c(O)c1,CHEMBL1169,65-49-6,153.14,0.67,0.0,,DILI (likely),DILI,,most,1.0,aminosalicylic acid,DILImap_metadata,Nc1ccc(C(=O)O)c(O)c1,,,True,Nc1ccc(C(=O)O)c(O)c1,WUBBRNOQWQTFEX-UHFFFAOYSA-N,c1ccccc1,1.0,1.0,0.0,153.137,11.0,7.0,0.0,83.55000000000001,0.6726000000000001,3.0,3.0,1.0,1.0,0.0,True,,Most-DILI-Concern,most,False,,,
LT00046,Amiodarone hydrochloride,8,Box warning,vMost-DILI-concern,Unchanged,Amiodarone,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,CHEMBL633,19774-82-4,645.32,6.94,0.0,A,DILI (known),DILI,"Hepatitis, Necrosis, Mitochondrial dysfunction, Cholestasis/Biliary, Steatosis, Fibrosis, Encephalopathy, Hypersensitivity",most,1.0,amiodarone hydrochloride,DILImap_metadata,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,,,True,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,O=C(c1ccccc1)c1coc2ccccc12,1.0,1.0,0.0,645.3190000000002,31.0,25.0,0.0,42.68,6.936200000000007,0.0,4.0,11.0,3.0,0.4,True,,Most-DILI-Concern,most,False,,,
LT01793,Amisulpride,3,Adverse reactions,vLess-DILI-concern,New,,,,,,,,,,,,less,,amisulpride,,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,,,True,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,NTJOBXMMWNYJFB-UHFFFAOYSA-N,O=C(NCC1CCCN1)c1ccccc1,1.0,1.0,0.0,369.4870000000002,25.0,17.0,0.0,101.73,1.2851000000000006,2.0,6.0,7.0,2.0,0.5882352941176471,True,,,other,False,,DILImap_metadata_offline,
LT00047,Amitriptyline hydrochloride,5,Adverse reactions,vLess-DILI-concern,Unchanged,Amitriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,CHEMBL629,549-18-8,277.41,4.17,0.0,B,DILI (likely),DILI,"Hepatitis, Cholestasis/Biliary, Hypersensitivity",less,,amitriptyline hydrochloride,DILImap_metadata,CN(C)CCC=C1c2ccccc2CCc2ccccc21,,,True,CN(C)CCC=C1c2ccccc2CCc2ccccc21,KRMDCWKBEZIMAB-UHFFFAOYSA-N,C=C1c2ccccc2CCc2ccccc21,1.0,1.0,0.0,277.411,21.0,20.0,0.0,3.24,4.168600000000003,0.0,1.0,3.0,3.0,0.3,True,,Less-DILI-Concern,less,False,,,
LT00175,Amlodipine besylate,5,Adverse reactions,vLess-DILI-concern,Unchanged,Amlodipine,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,CHEMBL1491,111470-99-6,408.88,2.27,0.0,C,DILI (few cases),,"Cholestasis/Biliary, idiosyncratic cases",less,,amlodipine besylate,DILImap_metadata,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,,,True,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,HTIQEAQVCYTUBX-UHFFFAOYSA-N,C1=CC(c2ccccc2)C=CN1,1.0,1.0,0.0,408.88200000000006,28.0,20.0,0.0,99.88000000000001,2.266300000000001,2.0,7.0,8.0,2.0,0.4,True,,Less-DILI-Concern,less,False,,,
LT02067,Ammonium chloride,0,No match,vNo-DILI-concern,Unchanged,Ammonium chloride,Cl.N,CHEMBL1200939,,53.49,,0.0,,No DILI,No DILI,,no,0.0,ammonium chloride,DILImap_metadata,Cl.N,,,True,N,QGZKDVFQNNGYKY-UHFFFAOYSA-N,,2.0,0.5,0.0,17.031,1.0,0.0,0.0,35.0,0.16199999999999998,1.0,1.0,0.0,0.0,0.0,False,no_carbon;mw_below_40,No-DILI-Concern,no,False,,,
LT00256,Amoxapine,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,Amoxapine,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,CHEMBL1113,14028-44-5,313.79,3.43,0.0,E,No DILI,No DILI,,ambiguous,,amoxapine,DILImap_metadata,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,,,True,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,QWGDMFLQWFTERH-UHFFFAOYSA-N,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1O2,1.0,1.0,0.0,313.788,22.0,17.0,0.0,36.86,3.4292000000000025,1.0,4.0,0.0,4.0,0.23529411764705882,True,,Ambiguous DILI-concern,ambiguous,False,,,
LT00507,Amoxicillin,5,Adverse reactions,vLess-DILI-concern,Unchanged,Amoxicillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,CHEMBL1082,34642-77-8,365.41,0.02,0.0,B,DILI (likely),DILI,"Hepatitis, Cholestasis/Biliary, Hypersensitivity",less,,amoxicillin,DILImap_metadata,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,,,True,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,O=C(Cc1ccccc1)NC1C(=O)N2CCSC12,1.0,1.0,0.0,365.4110000000001,25.0,16.0,0.0,132.96,0.023700000000000443,4.0,6.0,4.0,3.0,0.4375,True,,Less-DILI-Concern,less,False,28.1320777208248,,
LT02100,Amphetamine sulfate,0,No match,vLess-DILI-concern,Unchanged,Amphetamine,CC(N)Cc1ccccc1,CHEMBL405,,135.21,1.58,0.0,,,,,less,,amphetamine sulfate,DILImap_metadata,CC(N)Cc1ccccc1,,,True,CC(N)Cc1ccccc1,KWTSXDURSIMDCE-UHFFFAOYSA-N,c1ccccc1,1.0,1.0,0.0,135.20999999999998,10.0,9.0,0.0,26.02,1.5763,1.0,1.0,2.0,1.0,0.3333333333333333,True,,Less-DILI-Concern,less,False,,,
LT00048,Amphotericin B,3,Warnings & precautions,vLess-DILI-concern,Unchanged,Amphotericin b,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,CHEMBL267345,1397-89-3,924.09,0.71,0.0,,,,,less,,amphotericin b,DILImap_metadata,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,,,True,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,APKFDSVGJQXUKY-INPOYWNPSA-N,O=C1CCCCCCCCCCCC2CCCC(CC(OC3CCCCO3)C=CC=CC=CC=CC=CC=CC=CCCCCO1)O2,1.0,1.0,0.0,924.0910000000002,65.0,47.0,0.0,319.60999999999996,0.7117000000000053,12.0,17.0,3.0,3.0,0.6595744680851063,True,,Less-DILI-Concern,less,False,,,
LT00049,Ampicillin sodium,3,Warnings & precautions,vLess-DILI-concern,Unchanged,Ampicillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CHEMBL174,69-52-3,349.41,0.32,0.0,C,DILI (few cases),,"Cholestasis/Biliary, Hypersensitivity, idiosyncratic cases",less,,ampicillin sodium,DILImap_metadata,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,True,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,AVKUERGKIZMTKX-NJBDSQKTSA-N,O=C(Cc1ccccc1)NC1C(=O)N2CCSC12,1.0,1.0,0.0,349.4120000000001,24.0,16.0,0.0,112.73,0.3181000000000002,3.0,5.0,4.0,3.0,0.4375,True,,Less-DILI-Concern,less,False,,,
LT01055,Amprenavir,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,Amprenavir,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,CHEMBL116,161814-49-9,505.64,2.4,0.0,D,DILI (few cases),,,ambiguous,,amprenavir,DILImap_metadata,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,,,True,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,YMARZQAQMVYCKC-OEMFJLHTSA-N,O=C(NC(CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)OC1CCOC1,1.0,1.0,0.0,505.63700000000034,35.0,25.0,0.0,131.19,2.4028,3.0,7.0,11.0,3.0,0.48,True,,Ambiguous DILI-concern,ambiguous,False,,,
